Character,Sentence
Snape,that's been on these grounds since before you were born.
Ron,"Honestly, Professor Snape, I think it did more damage to us."
Snape,Silence.
Snape,"I assure you that were you in Slytherin, and your fate rested with me... "
Snape,the both of you would be on the train home tonight.
Snape,As it is...
Dumbledore,They are not.
Harry,Professor Dumbledore.
Harry,Professor McGonagall.
Snape,Headmaster these boys have flouted the Decree for the Restriction of Underage Wizardry.
Filch,As such...
Dumbledore,I am well aware of our bylaws having written quite a few of them myself.
Dumbledore,"However, as head of Gryffindor house it is for Professor McGonagall to determine the appropriate action."
Ron,"We'll go and get our stuff, then."
Mcgonagall,"What are you talking about, Mr. Weasley?"
Ron,"You're going to expel us, aren't you?"
Mcgonagall,"Not today, Mr. Weasley but I must impress on both of you the seriousness of what you have done."
Mcgonagall,"I will be writing to your families tonight, and you will both receive detention."
Professor sprout,"Morning, everyone."
Class,"Good morning, everyone."
Professor sprout,"Good morning, Professor Sprout."
Professor sprout,"Welcome to Greenhouse Three, Second Years. "
Professor sprout,"Today, we will be re-potting Mandrakes. "
Professor sprout,"Now, who here can tell me the properties of the Mandrake? "
Professor sprout,"Yes, Miss Granger."
Hermione,"Mandrake, or Mandragora is used to return those who have been Petrified to their original state."
Hermione,It's also quite dangerous. 
Hermione,The Mandrake's cry is fatal to anyone who hears it.
Professor sprout,Excellent. Ten points to Gryffindor.
Professor sprout,As our Mandrakes are still only seedlings their cries won't kill you yet.
Professor sprout,"But they could knock you out for hours, which is why I have given you earmuffs for auditory protection."
Professor sprout,"So could you please put them on, right away? Quickly."
Professor sprout,"Flaps tight down, and watch me closely."
Professor sprout,You grasp your Mandrake firmly.
Professor sprout,You pull it sharply up out of the pot.
Professor sprout,Got it? And now you dunk it down into the other pot
Professor sprout,and pour a little sprinkling of soil to keep him warm.
Professor sprout,Longbottom's been neglecting his earmuffs.
Seamus,"No, ma'am, he's just fainted."
Professor sprout,"Yes, well, just leave him there."
Professor sprout,"Right, on we go."
Professor sprout,Plenty of pots to go around.
Professor sprout,Grasp your Mandrake and pull it up.
Penelope clearwater,There's Nearly Headless Nick.
Percy,"Hello, Sir Nicolas."
Sir nicholas,"Hello, Percy, Miss Clearwater."
Ron,Say it. I'm doomed.
Harry,You're doomed.
Colin,"Hi, Harry."
Colin,I'm Colin Creevey. I'm in Gryffindor too.
Harry,"Hi, Colin. Nice to meet you."
Dean,"Ron, is that your owl?"
Ron,Bloody bird's a menace.
Seamus,"Heads up, everyone. "
Seamus,Weasley's gotten himself a Howler.
Neville,"Go on, Ron. "
Neville,I ignored one from my gran once. 
Neville,It was horrible.
Mrs. weasley,RONALD WEASLEY! 
Mrs. weasley,HOW DARE YOU STEAL THAT CAR!
Mrs. weasley,I AM ABSOLUTELY DISGUSTED! 
Mrs. weasley,YOUR FATHER'S NOW FACING AN INQUIRY AT WORK AND IT'S ENTIRELY YOUR FAULT! 
Mrs. weasley,IF YOU PUT ANOTHER TOE OUT OF LINE WE'LL BRING YOU STRAIGHT HOME!
Mrs. weasley,"And, Ginny, dear, congratulations on making Gryffindor."
Mrs. weasley,Your father and I are so proud.
Gilderoy lockhart,Let me introduce you to your new Defense Against the Dark Arts Teacher. 
Gilderoy lockhart,"Me. Gilderoy Lockhart, Order of Merlin, Third Class, Honorary Member of the Dark Force Defense League and five times winner of Witch Weekly's Most-Charming-Smile Award  "
Gilderoy lockhart,But I don't talk about that. 
Gilderoy lockhart,I didn't get rid of the Bandon Banshee by smiling at her!
Gilderoy lockhart,"Now, be warned."
Gilderoy lockhart,It is my job to arm you against the foulest creatures known to wizardkind.
Gilderoy lockhart,You may find yourselves facing your worst fears in this room.
Gilderoy lockhart,Know only that no harm can befall you whilst I am here.
Gilderoy lockhart,I must ask you not to scream.
Gilderoy lockhart,It might provoke them.
Seamus,Cornish pixies?
Gilderoy lockhart,Freshly caught Cornish pixies.
Gilderoy lockhart,"Laugh if you will, Mr. Finnegan but pixies can be devilishly tricky little blighters."
Gilderoy lockhart,Let's see what you make of them.
Gilderoy lockhart,"Come on now, round them up, round them up!"
Gilderoy lockhart,They're only pixies.
Cornish pixies,You just stay there!
Neville,"Please, get me down!"
Hermione,Get off me!
Harry,Stop. Hold still!
Gilderoy lockhart,Peskipiksi Pesternomi!
Gilderoy lockhart,I'll ask you three to just nip the rest of them back into their cage.
Ron,What do we do now?
Hermione,Immobulus!
Neville,Why is it always me?
Wood,I spent the summer devising a whole new Quidditch program.
Wood,"We're gonna train earlier, harder and longer."
Wood,What...? I don't believe it.
Wood,"Where you think you're going, Flint?"
Flint,Quidditch practice.
Wood,I booked the pitch for Gryffindor today.
Flint,"Easy, Wood. I've got a note."
Ron,I smell trouble.
Wood,"I, Professor Severus Snape, do hereby give the Slytherin team permission to practice today, owing to the need to train their new Seeker."
Wood,You've got a new Seeker. Who?
Harry,Malfoy?
Draco,That's right.
Draco,And that's not all that's new this year.
Ron,Those are Nimbus 2001 s.
Ron,How did you get those?
Flint,A gift from Draco's father.
Draco,"You see, Weasley, unlike some, my father can afford the best."
Hermione,At least no one on the Gryffindor team had to buy their way in.
Hermione,They got in on pure talent.
Draco,"No one asked your opinion, you filthy little Mudblood."
Ron,"You'll pay for that one, Malfoy."
Ron,Eat slugs!
Hermione,"You okay, Ron?"
Hermione,Say something.
Colin,"Wow! Can you turn him around, Harry?"
Harry,"No, Colin, get out of the way."
Harry,Let's take him to Hagrid's.
Harry,He'll know what to do.
Hagrid,This calls for a specialist's equipment.
Hagrid,"Nothing to do but wait till it stops, I'm afraid."
Hagrid,Okay.
Hagrid,Better out than in.
Hagrid,"Who was Ron trying to curse, anyway?"
Harry,Malfoy. He called Hermione...
Harry,"Well, I don't know exactly what it means."
Hermione,He called me a Mudblood.
Hagrid,He did not.
Harry,What's a Mudblood?
Hermione,"It means ""dirty blood."
Hermione,Mudblood's a foul name for someone who's Muggle-born.
Hermione,Someone with non-magic parents.
Hermione,Someone like me.
Hermione,It's not a term one usually hears in civilized conversation.
Hagrid,"See, the thing is, Harry, there are some wizards, like the Malfoy family...who think they're better than everyone else because they're pure-blood."
Harry,That's horrible.
Ron,It's disgusting.
Hagrid,And it's codswallop to boot.
Hagrid,Dirty blood.
Hagrid,"Why, there isn't a wizard alive today that's not half-blood or less."
Hagrid,"More to the point, they've yet to think of a spell that our Hermione can't do."
Hagrid,Come here.
Hagrid,"Don't you think on it, Hermione."
Hagrid,Don't you think on it for one minute.
Gilderoy lockhart,"Harry, Harry, Harry."
Gilderoy lockhart,Can you possibly imagine a better way to serve detention than by helping me to answer my fan mail?
Harry,Not really.
Gilderoy lockhart,"Fame is a fickle friend, Harry."
Gilderoy lockhart,Celebrity is as celebrity does.
Gilderoy lockhart,Remember that.
Voice,Come.
Voice,Come to me.
Harry,What?
Gilderoy lockhart,Sorry?
Harry,That voice.
Gilderoy lockhart,Voice?
Harry,Didn't you hear it?
Gilderoy lockhart,"What are you talking about, Harry?"
Gilderoy lockhart,I think you're getting a bit drowsy.
Gilderoy lockhart,"And great Scott, no wonder. "
Gilderoy lockhart,Look at the time.
Gilderoy lockhart,We've been here nearly four hours.
Gilderoy lockhart,Spooky how the time flies when one is having fun.
Harry,Spooky.
Voice,Blood.
Voice,I smell blood.
Voice,Let me rip you.
Voice,Let me kill you.
Voice,Kill!
Voice,Kill!
Voice,Kill!
Hermione,Harry!
Harry,Did you hear it?
Ron,Hear what?
Harry,That voice.
Hermione,Voice? What voice?
Harry,I heard it first in Lockhart's office.
Harry,And then again just...
Voice,It's time.
Harry,It's moving.
Harry,I think it's going to kill.
Ron,Kill?
Hermione,"Harry, wait! Not so fast!"
Harry,Strange.
Harry,I've never seen spiders act like that.
Ron,I don't like spiders.
Ron,What's that?
Hermione,"The Chamber of Secrets has been opened. 
Enemies of the Heir, beware."
Hermione,"Enemies of the Heir, beware."
Hermione,It's written in blood.
Harry,"Oh, no."
Harry,It's Filch's cat.
Harry,It's Mrs. Norris.
Draco,"Enemies of the Heir, beware."
Draco,"You'll be next, Mudbloods."
Filch,What's going on here?
Filch,"Go on. Make way, make way."
Filch,Potter?
Filch,What are you...?
Filch,Mrs. Norris?
Filch,You've murdered my cat.
Harry,No. No.
Filch,I'll kill you.
Filch,I'll kill you!
Dumbledore,Argus!
Dumbledore,"Argus, I..."
Dumbledore,Everyone will proceed to their dormitories immediately.
Dumbledore,Everyone except you three.
Boy,"Ravenclaws, follow me."
Dumbledore,"She's not dead, Argus."
Dumbledore,She has been Petrified.
Gilderoy lockhart,Aghh! Thought so.
Gilderoy lockhart,So unlucky I wasn't there.
Gilderoy lockhart,I know exactly the countercurse that could've spared her.
Dumbledore,"But how she has been Petrified, I cannot say."
Filch,Ask him.
Filch,It's him that's done it.
Filch,You saw what he wrote on the wall.
Harry,"It's not true, sir. I swear."
Harry,I never touched Mrs. Norris.
Filch,Rubbish.
Snape,"If I might, headmaster?"
Snape,Perhaps Potter and his friends were just in the wrong place at the wrong time.
Snape,However the circumstances are suspicious.
Snape,"I, for one, don't recall seeing Potter at dinner."
Gilderoy lockhart,"I'm afraid that's my doing, Severus."
Gilderoy lockhart,"You see, Harry was helping me answer my fan mail."
Hermione,"That's why Ron and I went looking for him, professor."
Hermione,We'd just found him when he said...
Snape,"Yes, Miss Granger?"
Harry,When I said I wasn't hungry.
Harry,We were heading back to the common room when we found Mrs. Norris.
Dumbledore,"Innocent until proven guilty, Severus."
Filch,My cat has been Petrified.
Filch,I want to see some punishment!
Dumbledore,"We will be able to cure her, Argus."
Dumbledore,"As I understand it, Madam Sprout has a very healthy growth of Mandrake."
Dumbledore,"When matured, a potion will be made which will revive Mrs. Norris."
Dumbledore,And in the meantime I strongly recommend caution to all.
Hermione,"It's a bit strange, isn't it?"
Harry,Strange?
Hermione,"You hear this voice, a voice only you can hear..."
Hermione,and then Mrs. Norris turns up Petrified. It's just strange.
Harry,Do you think I should have told them?
Harry,"Dumbledore and the others, I mean?"
Ron,Are you mad?
Hermione,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign."
Picture,"She's right, you know."
Mcgonagall,"Could I have your attention,please?"
Mcgonagall,"Right. Now, today, we will be transforming animals into water goblets."
Mcgonagall,Like so.
Mcgonagall,"One, two, three. Vera Verto."
Mcgonagall,Now it's your turn.
Mcgonagall,Who would like to go first?
Mcgonagall,"Ahh , Mr. Weasley."
Mcgonagall,"One, two, three. Vera Verto."
Ron,Vera Verto!
Mcgonagall,"That wand needs replacing, Mr. Weasley."
Mcgonagall,"Yes, Miss Granger?"
Hermione,Professor I was wondering if you could tell us about the Chamber of Secrets.
Mcgonagall,Very well.
Mcgonagall,"You all know, of course that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age:"
Mcgonagall,"Godric Gryffindor,"
Mcgonagall,Helga Hufflepuff...
Mcgonagall,Rowena Ravenclaw
Mcgonagall,Salazar Slytherin.
Mcgonagall,"Now, three of the founders coexisted quite harmoniously."
Mcgonagall,One did not.
Ron,Three guesses who.
Mcgonagall,Salazar Slytherin wished to be more selective about the students admitted to Hogwarts.
Mcgonagall,He believed magical learning should be kept within all-magic families.
Mcgonagall,"In other words, pure-bloods."
Mcgonagall,"Unable to sway the others, he decided to leave the school."
Mcgonagall,"Now, according to legend Slytherin had built a hidden chamber in this castle known as the Chamber of Secrets."
Mcgonagall,"Though, shortly before departing, he sealed it until that time when his own true Heir returned to the school."
Mcgonagall,"The Heir alone would be able to open the Chamber and unleash the horror within, and by so doing purge the school of all those who in Slytherin's view, were unworthy to study magic."
Hermione,Muggle-borns.
Mcgonagall,"Well , Naturally, the school has been searched many times."
Mcgonagall,No such chamber has been found.
Hermione,Professor? What exactly does legend tell us lies within the Chamber?
Mcgonagall,The Chamber is said to be home to something that only the Heir of Slytherin can control.
Mcgonagall,It is said to be the home of a monster.
Ron,Do you think it's true?
Ron, Do you think there really is a Chamber of Secrets?
Hermione,Yes. Couldn't you tell? 
Hermione,McGonagall's worried. 
Hermione,All the teachers are.
Harry,"If there really is a Chamber of Secrets, and it has been opened, that means... "
Hermione,The Heir of Slytherin has returned to Hogwarts. 
Hermione,"The question is, who is it?"
Ron,Let's think. 
Ron,Who do we know who thinks all Muggle-borns are scum?
Hermione,If you're talking about Malfoy...
Ron,Of course. You heard him.
Ron,"You'll be next, Mudbloods."
Hermione,I heard him.
Hermione,"But Malfoy, the Heir of Slytherin?"
Harry,"Maybe Ron's right, Hermione."
Harry,"I mean, look at his family."
Harry,The whole lot of them have been in Slytherin for centuries.
Ron,Crabbe and Goyle must know.
Ron,Maybe we could trick them into telling.
Hermione,Even they aren't that thick.
Hermione,But there might be another way.
Hermione,"Mind you, it would be difficult."
Hermione,Not to mention we'd be breaking about 50 school rules...
Hermione,and it'll be dangerous.
Hermione,Very dangerous.
Hermione,Here it is.
Hermione,The Polyjuice Potion.
Hermione,"Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another."
Ron,"You mean if Harry and I drink that stuff, we'll turn into Crabbe and Goyle?"
Hermione,Yes 
Ron,Wicked! Malfoy will tell us anything.
Hermione,Exactly.
Hermione,But it's tricky. 
Hermione,I've never seen a more complicated potion.
Harry,How long will it take to make?
Hermione,A month.
Harry,A month?
Harry,"But, Hermione,"
Harry,if Malfoy is the Heir of Slytherin he could attack half the Muggle-borns in the school by then.
Hermione,I know.
Hermione,But it's the only plan we've got.
Lee jordan,Another goal for Slytherin!
Lee jordan,They lead Gryffindor 90 to 30.
Slytherins,Yeah! Yeah!
Draco,"All right there, Scarhead?"
Wood,"Watch yourself, Harry!"
Harry,"Wood, look out!"
Hagrid,Blimey! Harry's got himself a rogue Bludger.
Hagrid,"That's been tampered with, that has."
Ron,I'll stop it.
Hermione,"No! Even with a proper wand, it's too risky."
Hermione,You could hit Harry.
Draco,"Training for the ballet, Potter!!"
Draco,"You'll never catch me, Potter."
Hermione,Let's go.
Lee jordan,Harry Potter has caught the Snitch.
